local_authority_name,year_quarter,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles,year,region_id,region_name,region_ons_code,local_authority_id,local_authority_code,easting,northing,latitude,longitude,count_records
Peterborough,2007Q3,257.0,1241.0,158046.0,1290.0,27824.0,7491.0,1193.0,1769.0,1446.0,5302.0,6426.0,23627.0,212028.0,2007.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 521185, 517123, 507460, 520010, 517740, 518804, 515990, 503000, 521400","300000, 296800, 298050, 296705, 300720, 302480, 304656, 294840, 297020, 301278, 301630","52.555229186, 52.557795339, 52.539074756, 52.587194719, 52.594527376, 52.567919307, 52.606547716, 52.55631379, 52.600090564, 52.595795225, 52.627038415","-0.415270816, -0.480853133, -0.291078177, -0.289957078, -0.231195683, -0.208703858, -0.264741005, -0.288852086, -0.21231692, -0.271060835, -0.249088691",264.0
Peterborough,2007Q4,604.0,775.0,68355.0,1503.0,11606.0,2730.0,531.0,460.0,503.0,1746.0,1804.0,7774.0,90013.0,2007.0,7.0,East of England,E12000006,129.0,E06000031,"518250, 521550, 519000, 522360, 515550","298400, 295180, 302670, 302000, 295800","52.542225522, 52.602201239, 52.608039781, 52.570417032, 52.547217653","-0.206666162, -0.257578163, -0.194464817, -0.297591781, -0.245591552",120.0
Peterborough,2008Q1,1360.0,1273.0,148608.0,1448.0,24634.0,4562.0,887.0,1100.0,946.0,3992.0,3594.0,15081.0,191044.0,,,,,,,,,,,
Peterborough,2008Q2,2231.0,1890.0,201198.0,1633.0,34314.0,7047.0,1368.0,1892.0,1559.0,6724.0,6082.0,24672.0,263707.0,2008.0,7.0,East of England,E12000006,129.0,E06000031,"514560, 520840, 515851, 523020, 529681, 505500, 519200, 519970, 521000, 520617, 514986, 520120, 519610, 507460, 516550, 518600, 517193, 519370, 507850, 515024, 514000, 518617, 520030, 517215, 518500, 519792, 516080, 517621, 527610, 517630","300950, 303000, 300412, 300700, 296100, 304681, 299309, 306994, 300853, 306358, 302400, 296900, 294857, 303949, 300500, 301780, 296922, 300000, 296930, 305250, 305000, 298600, 302700, 300012, 295920, 302580, 299130, 300540, 302463","52.587194719, 52.588845743, 52.628826462, 52.585324123, 52.60089743, 52.547999157, 52.624411571, 52.612048736, 52.610763223, 52.620665735, 52.572844455, 52.634295593, 52.576730561, 52.55680318, 52.609142362, 52.557890299, 52.586545227, 52.641749871, 52.648503488, 52.589729803, 52.607317796, 52.549537432, 52.556780711, 52.607430369, 52.539434308, 52.593104027, 52.579264166, 52.584820781, 52.591040102, 52.592758504","-0.415270816, -0.232117727, -0.215330815, -0.281161081, -0.183857137, -0.251757075, -0.237489065, -0.085626533, -0.264162936, -0.443368016, -0.317955288, -0.250474364, -0.22881021, -0.407806235, -0.269952847, -0.265058313, -0.249951787, -0.231032478, -0.239554827, -0.222282257, -0.28858491, -0.218991732, -0.291714712, -0.117849106, -0.31158975, -0.305455979, -0.270803867, -0.301804183, -0.229478703, -0.241815289",720.0
Peterborough,2008Q3,741.0,1040.0,141470.0,1349.0,23306.0,4056.0,773.0,834.0,717.0,3379.0,2684.0,12443.0,179608.0,2008.0,7.0,East of England,E12000006,129.0,E06000031,"517123, 516740, 514820, 517000, 518152, 515470, 520463, 515990, 519580, 516000, 517560, 518850, 519748, 513500, 521185, 514405, 520299, 517740, 520432","295940, 300551, 302480, 304656, 296720, 300821, 309400, 295455, 300460, 294840, 301630, 304963, 304970, 296015, 301278, 296800, 301300, 294520, 296570","52.630213669, 52.548185452, 52.539074756, 52.670436012, 52.55631379, 52.600090564, 52.554957507, 52.544138839, 52.62987942, 52.549883026, 52.591885494, 52.589580943, 52.596160109, 52.589240319, 52.535231516, 52.595795225, 52.627038415, 52.555353939, 52.607512107","-0.295360743, -0.322931418, -0.291078177, -0.273646549, -0.264741005, -0.288852086, -0.31398872, -0.259145333, -0.2766081, -0.308062328, -0.271060835, -0.248405174, -0.225556466, -0.237924063, -0.223420017, -0.21231692, -0.233783779, -0.225423453, -0.266097785",456.0
Peterborough,2008Q4,1109.0,890.0,103155.0,1361.0,16282.0,2583.0,521.0,574.0,562.0,1872.0,2016.0,8128.0,129816.0,2008.0,7.0,East of England,E12000006,129.0,E06000031,"520800, 526344, 518250, 517036, 518286, 517519, 518770, 517653, 522360, 519164, 515550, 511192","295804, 304809, 305290, 295180, 302670, 305839, 295800, 297303, 299000, 294331, 301660, 298942","52.575251357, 52.54751564, 52.547217653, 52.599313278, 52.608039781, 52.560852399, 52.575858612, 52.542225522, 52.630669431, 52.638914735, 52.628161319, 52.534175687","-0.217858578, -0.248768661, -0.257578163, -0.194464817, -0.265845402, -0.297591781, -0.13466333, -0.358247284, -0.2538326, -0.268872363, -0.242978291, -0.27547096",288.0
Peterborough,2009Q1,706.0,444.0,55168.0,910.0,6717.0,684.0,105.0,240.0,112.0,254.0,171.0,1566.0,64805.0,2009.0,7.0,East of England,E12000006,129.0,E06000031,"522500, 517285, 531567, 518000, 516080, 514000, 518711, 519000, 518841, 505500","302400, 301347, 298600, 296170, 303341, 301070, 296980, 302580, 297717, 305017","52.610763223, 52.557657461, 52.626977088, 52.594626328, 52.54960358, 52.596960671, 52.564314576, 52.615187366, 52.572844455, 52.607430369","-0.246100642, -0.194799481, -0.443368016, -0.057647831, -0.259388868, -0.248798377, -0.248180983, -0.269134847, -0.28858491, -0.317955288",240.0
Peterborough,2009Q2,2308.0,2743.0,276793.0,2980.0,41869.0,7078.0,1459.0,1642.0,1557.0,7435.0,6246.0,25417.0,349802.0,2009.0,7.0,East of England,E12000006,129.0,E06000031,"518400, 514560, 520840, 515851, 514700, 518671, 516889, 516000, 519200, 521000, 520746, 516530, 520120, 518715, 517060, 517700, 504645, 518600, 507850, 516684, 520914, 519000, 513500, 519017, 518380, 507630, 526195, 517630","299400, 294800, 304272, 294420, 298260, 303000, 309400, 300700, 298400, 300964, 301096, 297900, 299309, 294840, 296000, 296900, 306898, 300500, 296021, 306524, 300000, 296930, 305250, 298853, 305000, 302700, 299130, 297340, 301949","52.535575707, 52.538203739, 52.549133853, 52.630143048, 52.581769321, 52.584924827, 52.539074756, 52.570417032, 52.588845743, 52.623638302, 52.574988759, 52.634295593, 52.670436012, 52.612048736, 52.576730561, 52.55680318, 52.609142362, 52.557890299, 52.641791499, 52.649731945, 52.602378714, 52.565924229, 52.548656194, 52.569693177, 52.593034098, 52.560954468, 52.579264166, 52.594638441, 52.591040102","-0.256018193, -0.271869356, -0.310381716, -0.265614206, -0.245770853, -0.412957353, -0.253868864, -0.291078177, -0.245591552, -0.215330815, -0.282067476, -0.249172952, -0.279587806, -0.250173732, -0.220707997, -0.22881021, -0.407806235, -0.244373102, -0.249951787, -0.13639241, -0.218991732, -0.291714712, -0.454623488, -0.274651955, -0.322931418, -0.31158975, -0.241815289, -0.216430311, -0.264162936",696.0
Peterborough,2009Q3,861.0,1520.0,162092.0,1457.0,24791.0,4101.0,706.0,1494.0,895.0,3536.0,2817.0,13549.0,203409.0,2009.0,7.0,East of England,E12000006,129.0,E06000031,"519200, 521185, 518850, 517123, 517413, 518250, 517740, 520463, 507600, 510480, 515251, 515990, 517560, 507450, 516540, 519580, 527677, 515550","296800, 295940, 304677, 299750, 297450, 299850, 295180, 300460, 294520, 305880, 294800, 304656, 296720, 302100, 295800, 306556, 301278, 301630","52.641732663, 52.628618178, 52.538412849, 52.589240319, 52.535231516, 52.595795225, 52.627038415, 52.555353939, 52.585819109, 52.60361986, 52.548185452, 52.562412553, 52.584950105, 52.547217653, 52.542225522, 52.55631379, 52.600090564, 52.638437198","-0.241311539, -0.415499387, -0.237924063, -0.282204423, -0.413253894, -0.257578163, -0.297591781, -0.264741005, -0.288852086, -0.29827765, -0.114490318, -0.270268697, -0.21231692, -0.271060835, -0.248405174, -0.266097785, -0.225423453, -0.369152851",432.0
Peterborough,2009Q4,964.0,1177.0,123164.0,1538.0,18344.0,2317.0,413.0,535.0,409.0,1787.0,1374.0,6835.0,151058.0,2009.0,7.0,East of England,E12000006,129.0,E06000031,"520800, 519970, 521445, 517739, 518000, 518770, 522360, 519260, 518013","300387, 296100, 295320, 302670, 298000, 302615, 299000, 301660, 302013","52.549537432, 52.599313278, 52.566765919, 52.575858612, 52.542958694, 52.608039781, 52.587731268, 52.603156331, 52.608506289","-0.217858578, -0.261433558, -0.232117727, -0.241900981, -0.248768661, -0.194464817, -0.208806981, -0.262904925, -0.258646523",216.0
Peterborough,2010Q1,572.0,237.0,25047.0,374.0,3031.0,255.0,48.0,10.0,29.0,20.0,28.0,390.0,29079.0,2010.0,7.0,East of England,E12000006,129.0,E06000031,"517285, 515050, 531567, 518841, 518617","303341, 297717, 296600, 305017, 300540","52.564314576, 52.555091276, 52.615187366, 52.626977088, 52.589729803","-0.304469268, -0.250474364, -0.248180983, -0.057647831, -0.269134847",120.0
Peterborough,2010Q2,1392.0,1814.0,225333.0,1419.0,36817.0,5479.0,1163.0,1460.0,1270.0,5416.0,4147.0,18935.0,284318.0,2010.0,7.0,East of England,E12000006,129.0,E06000031,"514700, 516889, 519580, 516000, 519970, 514986, 518715, 516540, 504645, 519240, 517193, 519370, 514000, 520030, 517215, 520800, 518500, 519017, 527610","295940, 304272, 294420, 300950, 296100, 301096, 306994, 297340, 298050, 297800, 303949, 306898, 301780, 301660, 296030, 297450, 300012, 300412, 302463","52.567919307, 52.599313278, 52.564973179, 52.535575707, 52.549537432, 52.60089743, 52.548185452, 52.550189962, 52.586545227, 52.649731945, 52.648503488, 52.607317796, 52.623638302, 52.620665735, 52.584820781, 52.560954468, 52.593104027, 52.594638441, 52.562412553","-0.310381716, -0.289957078, -0.282204423, -0.24226776, -0.232117727, -0.251757075, -0.320144897, -0.250173732, -0.244373102, -0.454623488, -0.269952847, -0.217858578, -0.237924063, -0.239554827, -0.274651955, -0.117849106, -0.270803867, -0.301804183, -0.229478703",456.0
Peterborough,2010Q3,322.0,1155.0,147005.0,969.0,26391.0,4351.0,881.0,936.0,1292.0,5480.0,4733.0,17673.0,193193.0,2010.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 507460, 514405, 517413, 515303, 517000, 518152, 518250, 516740, 514820, 521550","300000, 304963, 305802, 296015, 302480, 302000, 294800, 294840, 295800, 296570, 295455","52.549883026, 52.607512107, 52.547217653, 52.587194719, 52.602201239, 52.539074756, 52.637725276, 52.554957507, 52.544138839, 52.538412849, 52.62987942","-0.415270816, -0.206666162, -0.257578163, -0.291078177, -0.273646549, -0.297536786, -0.31398872, -0.259145333, -0.270268697, -0.2766081, -0.308062328",264.0
Peterborough,2010Q4,67.0,8.0,781.0,22.0,133.0,6.0,9.0,0.0,0.0,0.0,0.0,15.0,959.0,2010.0,7.0,East of England,E12000006,129.0,E06000031,"518013, 518286, 517519","304809, 294331, 302615","52.628161319, 52.534175687, 52.608506289","-0.2538326, -0.258646523, -0.268872363",72.0
Peterborough,2011Q1,480.0,314.0,29836.0,464.0,4424.0,943.0,140.0,90.0,87.0,1050.0,357.0,2667.0,37705.0,2011.0,7.0,East of England,E12000006,129.0,E06000031,"517285, 521550, 531567, 519792, 518841, 518617","303341, 302000, 297717, 306358, 305017, 300540","52.564314576, 52.602201239, 52.589729803, 52.626977088, 52.641749871, 52.615187366","-0.206666162, -0.250474364, -0.248180983, -0.231032478, -0.057647831, -0.269134847",144.0
Peterborough,2011Q2,794.0,2458.0,296698.0,1574.0,43881.0,8456.0,1414.0,1984.0,1366.0,7262.0,6706.0,27188.0,371799.0,2011.0,7.0,East of England,E12000006,129.0,E06000031,"514690, 519960, 516889, 516000, 519970, 521000, 514986, 521400, 518715, 516540, 517700, 504645, 517193, 519370, 517215, 520800, 519017, 518380, 507630, 518000, 527610","299400, 294800, 302480, 304272, 295320, 296100, 301096, 306994, 294840, 297340, 296000, 298050, 298570, 303949, 306898, 300500, 301660, 297450, 296170, 300012, 300412, 302463","52.581769321, 52.538203739, 52.549133853, 52.599313278, 52.542958694, 52.567919307, 52.539074756, 52.588845743, 52.549537432, 52.584820781, 52.550168623, 52.57286942, 52.606547716, 52.586545227, 52.649731945, 52.648503488, 52.607317796, 52.623638302, 52.620665735, 52.562412553, 52.560954468, 52.594638441","-0.256018193, -0.282204423, -0.412957353, -0.265614206, -0.261433558, -0.289957078, -0.291078177, -0.215330815, -0.232117727, -0.309096002, -0.250173732, -0.269952847, -0.244373102, -0.217858578, -0.208703858, -0.239554827, -0.454623488, -0.232239853, -0.274651955, -0.117849106, -0.270803867, -0.301804183",528.0
Peterborough,2011Q3,805.0,1218.0,125190.0,1113.0,20560.0,3585.0,680.0,862.0,726.0,3536.0,3075.0,12464.0,160545.0,2011.0,7.0,East of England,E12000006,129.0,E06000031,"516740, 514405, 516550, 515303, 518152, 517413, 518250, 514820, 514700, 519000, 520030, 503000","300000, 304963, 305802, 296015, 300720, 294800, 297330, 294420, 300950, 295800, 296570, 295455","52.549883026, 52.593104027, 52.585324123, 52.547217653, 52.560802429, 52.535575707, 52.594527376, 52.637725276, 52.554957507, 52.544138839, 52.538412849, 52.62987942","-0.245975197, -0.310381716, -0.257578163, -0.281161081, -0.480853133, -0.297536786, -0.31398872, -0.259145333, -0.270268697, -0.2766081, -0.308062328, -0.229478703",288.0
Peterborough,2011Q4,329.0,436.0,49825.0,691.0,8180.0,1599.0,351.0,394.0,330.0,1322.0,1347.0,5343.0,64475.0,2011.0,7.0,East of England,E12000006,129.0,E06000031,"522600, 518286, 515470, 510000, 517519, 518780, 518013","304809, 304970, 297100, 302615, 303000, 294331, 299260","52.610950868, 52.628161319, 52.558783747, 52.630213669, 52.580037522, 52.534175687, 52.608506289","-0.249301216, -0.378040829, -0.190800285, -0.295360743, -0.2538326, -0.268872363, -0.258646523",168.0
Peterborough,2012Q1,582.0,156.0,14221.0,328.0,1787.0,240.0,41.0,13.0,21.0,15.0,17.0,347.0,16839.0,2012.0,7.0,East of England,E12000006,129.0,E06000031,"517285, 531567, 519792, 518841, 518617","303341, 297717, 306358, 305017, 300540","52.564314576, 52.626977088, 52.615187366, 52.641749871, 52.589729803","-0.057647831, -0.250474364, -0.248180983, -0.231032478, -0.269134847",120.0
Peterborough,2012Q2,672.0,1701.0,195558.0,949.0,33017.0,5891.0,1172.0,1296.0,1024.0,5827.0,6102.0,21312.0,252537.0,2012.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 518500, 504645, 517193, 518250, 514986, 514700, 523020, 519370, 519017, 516889, 519580, 527610, 518715, 513500, 517215","295940, 305000, 301096, 300012, 303949, 304272, 306898, 306994, 301780, 294420, 294840, 295800, 309400, 297340, 300412, 302463","52.607317796, 52.623638302, 52.620665735, 52.584820781, 52.560954468, 52.594638441, 52.60089743, 52.535575707, 52.670436012, 52.628826462, 52.539074756, 52.548185452, 52.547217653, 52.586545227, 52.649731945, 52.648503488","-0.310381716, -0.322931418, -0.291078177, -0.183857137, -0.251757075, -0.237924063, -0.257578163, -0.117849106, -0.454623488, -0.301804183, -0.239554827, -0.250173732, -0.244373102, -0.270803867, -0.269952847, -0.274651955",384.0
Peterborough,2012Q3,527.0,510.0,84726.0,692.0,12500.0,2351.0,488.0,356.0,435.0,2605.0,2877.0,9112.0,107540.0,2012.0,7.0,East of England,E12000006,129.0,E06000031,"507460, 514405, 517413, 515303, 518152, 516740, 514820, 529681, 516540, 520030","300000, 304963, 304681, 297450, 305802, 296015, 294800, 300950, 296570, 295455","52.637725276, 52.554957507, 52.587194719, 52.562412553, 52.624411571, 52.544138839, 52.538412849, 52.62987942, 52.549883026, 52.593104027","-0.415270816, -0.085626533, -0.297536786, -0.31398872, -0.282204423, -0.259145333, -0.270268697, -0.2766081, -0.308062328, -0.229478703",240.0
Peterborough,2012Q4,60.0,6.0,760.0,24.0,118.0,8.0,6.0,0.0,4.0,0.0,0.0,18.0,926.0,2012.0,7.0,East of England,E12000006,129.0,E06000031,"518013, 518286, 517519","304809, 294331, 302615","52.628161319, 52.534175687, 52.608506289","-0.2538326, -0.258646523, -0.268872363",72.0
Peterborough,2013Q1,114.0,140.0,34466.0,144.0,5150.0,786.0,106.0,282.0,97.0,559.0,483.0,2313.0,42213.0,2013.0,7.0,East of England,E12000006,129.0,E06000031,"518841, 517315, 516550, 531567","300000, 305017, 303332, 297717","52.615100023, 52.585324123, 52.626977088, 52.564314576","-0.281161081, -0.268695157, -0.248180983, -0.057647831",96.0
Peterborough,2013Q2,1544.0,2648.0,353339.0,2790.0,52861.0,9317.0,2143.0,2462.0,1278.0,6261.0,11461.0,32922.0,444560.0,2013.0,7.0,East of England,E12000006,129.0,E06000031,"518400, 514700, 518800, 516889, 519200, 516000, 519970, 521000, 514986, 507450, 518715, 516540, 517060, 504645, 517193, 519370, 519000, 518617, 517215, 520800, 519017, 518250, 518000, 519792, 527610","304272, 294420, 302100, 295320, 300412, 300540, 298400, 296100, 301096, 306994, 306358, 294840, 297340, 303949, 306898, 300500, 301660, 300000, 299750, 305000, 297450, 300012, 295800, 296700, 302463","52.535575707, 52.599313278, 52.630143048, 52.60361986, 52.55518513, 52.542958694, 52.584950105, 52.584924827, 52.539074756, 52.607317796, 52.570417032, 52.588845743, 52.549537432, 52.547217653, 52.586545227, 52.649731945, 52.641749871, 52.648503488, 52.589729803, 52.562412553, 52.620665735, 52.560954468, 52.594638441, 52.584820781, 52.623638302","-0.310381716, -0.282204423, -0.271869356, -0.261433558, -0.415499387, -0.253868864, -0.291078177, -0.245591552, -0.250474364, -0.215330815, -0.232117727, -0.250173732, -0.269952847, -0.244373102, -0.217858578, -0.241311539, -0.249149449, -0.231032478, -0.239554827, -0.454623488, -0.274651955, -0.117849106, -0.270803867, -0.257578163, -0.301804183",600.0
Peterborough,2013Q3,1512.0,544.0,39925.0,1149.0,5204.0,573.0,209.0,184.0,50.0,106.0,447.0,1569.0,48391.0,2013.0,7.0,East of England,E12000006,129.0,E06000031,"522500, 514405, 517413, 515303, 518152, 516740, 514820, 519260, 520030","304963, 296170, 305802, 296015, 298000, 294800, 300950, 296570, 295455","52.554957507, 52.566765919, 52.544138839, 52.54960358, 52.637725276, 52.538412849, 52.62987942, 52.549883026, 52.593104027","-0.241900981, -0.194799481, -0.297536786, -0.31398872, -0.259145333, -0.270268697, -0.2766081, -0.308062328, -0.229478703",216.0
Peterborough,2013Q4,234.0,750.0,127824.0,1017.0,15220.0,2588.0,504.0,484.0,362.0,2110.0,3954.0,10002.0,154813.0,2013.0,7.0,East of England,E12000006,129.0,E06000031,"517700, 518380, 507630, 518286, 518000, 517519, 518770, 518013, 521439","296000, 299400, 304809, 301070, 294800, 302615, 299000, 303577, 294331","52.575858612, 52.581769321, 52.538203739, 52.549133853, 52.594626328, 52.616395945, 52.628161319, 52.534175687, 52.608506289","-0.256018193, -0.412957353, -0.248768661, -0.265614206, -0.259388868, -0.207725768, -0.2538326, -0.268872363, -0.258646523",216.0
Peterborough,2014Q2,1169.0,478.0,61774.0,632.0,9215.0,1641.0,323.0,373.0,156.0,929.0,1194.0,4616.0,76715.0,2014.0,7.0,East of England,E12000006,129.0,E06000031,"517315, 518500, 504645, 522600, 517193, 514986, 519370, 519017, 531567, 519792, 518841, 516889, 518617, 527610, 518715, 517215","303332, 301096, 300012, 303949, 304272, 306898, 306994, 301780, 300540, 306358, 297717, 303000, 305017, 297340, 300412, 302463","52.623638302, 52.620665735, 52.584820781, 52.615100023, 52.560954468, 52.594638441, 52.626977088, 52.60089743, 52.649731945, 52.610950868, 52.586545227, 52.641749871, 52.648503488, 52.589729803, 52.564314576, 52.607317796","-0.251757075, -0.190800285, -0.057647831, -0.454623488, -0.117849106, -0.231032478, -0.301804183, -0.250474364, -0.248180983, -0.270803867, -0.239554827, -0.250173732, -0.244373102, -0.268695157, -0.269952847, -0.274651955",384.0
Peterborough,2014Q3,363.0,166.0,16670.0,445.0,1777.0,179.0,64.0,54.0,15.0,23.0,24.0,359.0,19417.0,2014.0,7.0,East of England,E12000006,129.0,E06000031,"516740, 517413, 514405, 515303, 518152, 514820, 520030","304963, 305802, 296015, 294800, 300950, 296570, 295455","52.538412849, 52.62987942, 52.637725276, 52.554957507, 52.544138839, 52.549883026, 52.593104027","-0.297536786, -0.31398872, -0.270268697, -0.259145333, -0.2766081, -0.308062328, -0.229478703",168.0
Peterborough,2014Q4,591.0,709.0,127916.0,832.0,23960.0,3717.0,778.0,683.0,505.0,3175.0,7075.0,15933.0,169350.0,2014.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 507460, 519240, 520140, 518286, 517519, 520210, 519580, 515100, 518013","300000, 295940, 297800, 304809, 296500, 294840, 302615, 295000, 294331","52.539074756, 52.553078765, 52.587194719, 52.564973179, 52.540703256, 52.553094203, 52.548185452, 52.628161319, 52.534175687, 52.608506289","-0.415270816, -0.304286412, -0.291078177, -0.24226776, -0.228435296, -0.229467201, -0.237924063, -0.2538326, -0.268872363, -0.258646523",216.0
Peterborough,2015Q1,429.0,118.0,14347.0,323.0,1950.0,189.0,41.0,41.0,22.0,14.0,62.0,369.0,17107.0,2015.0,7.0,East of England,E12000006,129.0,E06000031,"517315, 531567, 519792, 518841, 518617","303332, 297717, 306358, 305017, 300540","52.615100023, 52.564314576, 52.626977088, 52.641749871, 52.589729803","-0.057647831, -0.250474364, -0.248180983, -0.231032478, -0.268695157",120.0
Peterborough,2015Q2,874.0,1736.0,213966.0,879.0,34356.0,5436.0,1026.0,947.0,717.0,4250.0,7741.0,20117.0,271054.0,2015.0,7.0,East of England,E12000006,129.0,E06000031,"517664, 519200, 520800, 517000, 517193, 527610, 514986, 514700, 519370, 507630, 519017, 516889, 520090, 518715, 516540, 517215","296099, 297000, 299400, 297450, 301096, 300012, 303949, 302480, 304272, 306994, 294420, 302100, 300412, 297340, 301660, 302463","52.607317796, 52.623638302, 52.620665735, 52.584820781, 52.560954468, 52.594638441, 52.535575707, 52.550031214, 52.557598, 52.599313278, 52.60361986, 52.562412553, 52.581769321, 52.607512107, 52.586545227, 52.648503488","-0.266109799, -0.310381716, -0.241311539, -0.230023469, -0.217858578, -0.282204423, -0.412957353, -0.273646549, -0.117849106, -0.301804183, -0.239554827, -0.250173732, -0.244373102, -0.270803867, -0.269952847, -0.274651955",384.0
Peterborough,2015Q3,491.0,1810.0,204912.0,1057.0,34763.0,6677.0,1127.0,1089.0,661.0,3424.0,8591.0,21569.0,264111.0,2015.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 519970, 513700, 514405, 517413, 516740, 518152, 514820, 518250, 516555, 520206, 518770, 513590, 520030","302402, 304963, 296100, 298360, 298510, 296015, 294800, 295800, 294840, 300950, 299000, 300185, 296570, 295455","52.538412849, 52.62987942, 52.549883026, 52.593104027, 52.572537878, 52.549537432, 52.575858612, 52.539074756, 52.586985415, 52.547217653, 52.571212938, 52.60611207, 52.554957507, 52.544138839","-0.248768661, -0.281022271, -0.232117727, -0.291078177, -0.323717923, -0.257578163, -0.325391641, -0.226354895, -0.31398872, -0.259145333, -0.270268697, -0.308062328, -0.2766081, -0.229478703",312.0
Peterborough,2015Q4,332.0,268.0,57998.0,334.0,10247.0,1666.0,489.0,576.0,248.0,1434.0,2617.0,7030.0,75877.0,2015.0,7.0,East of England,E12000006,129.0,E06000031,"515303, 518286, 517519, 510000, 521400, 519580, 518013","295940, 304809, 305802, 302480, 302615, 294331, 299260","52.637725276, 52.628161319, 52.548185452, 52.580037522, 52.606547716, 52.534175687, 52.608506289","-0.237924063, -0.378040829, -0.297536786, -0.208703858, -0.2538326, -0.268872363, -0.258646523",168.0
Peterborough,2016Q1,511.0,106.0,14241.0,295.0,2049.0,249.0,33.0,18.0,31.0,32.0,32.0,395.0,17086.0,2016.0,7.0,East of England,E12000006,129.0,E06000031,"517315, 531567, 519792, 518841, 518617","303332, 297717, 306358, 305017, 300540","52.615100023, 52.564314576, 52.626977088, 52.641749871, 52.589729803","-0.057647831, -0.250474364, -0.248180983, -0.231032478, -0.268695157",120.0
Peterborough,2016Q2,1122.0,1240.0,179452.0,1113.0,35361.0,4645.0,973.0,1632.0,831.0,4510.0,7846.0,20437.0,237603.0,2016.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 514690, 519400, 517193, 518250, 514986, 514700, 519370, 519017, 518000, 503000, 516889, 527610, 518715, 520030, 517215","301096, 298570, 300012, 303949, 300720, 297200, 306994, 304272, 294420, 295800, 300950, 294840, 298650, 297340, 300412, 302463","52.623638302, 52.620665735, 52.584820781, 52.560954468, 52.593104027, 52.594638441, 52.559546776, 52.539074756, 52.572881055, 52.535575707, 52.594527376, 52.547217653, 52.57286942, 52.586545227, 52.648503488, 52.607317796","-0.260250174, -0.310381716, -0.291078177, -0.240124277, -0.480853133, -0.257578163, -0.309096002, -0.117849106, -0.301804183, -0.270803867, -0.239554827, -0.250173732, -0.244373102, -0.229478703, -0.269952847, -0.274651955",384.0
Peterborough,2016Q3,742.0,1159.0,167095.0,660.0,26067.0,3050.0,663.0,725.0,354.0,1699.0,4281.0,10772.0,205753.0,2016.0,7.0,East of England,E12000006,129.0,E06000031,"516000, 519970, 516740, 514405, 517413, 515303, 518152, 514820, 515470, 516540, 519580","298050, 304963, 295940, 296100, 297450, 304970, 305802, 296015, 294800, 296570, 295455","52.549883026, 52.549537432, 52.562412553, 52.548185452, 52.630213669, 52.567919307, 52.637725276, 52.554957507, 52.544138839, 52.538412849, 52.62987942","-0.282204423, -0.232117727, -0.237924063, -0.289957078, -0.295360743, -0.297536786, -0.31398872, -0.259145333, -0.270268697, -0.2766081, -0.308062328",264.0
Peterborough,2016Q4,49.0,2.0,1107.0,10.0,166.0,5.0,6.0,6.0,0.0,0.0,0.0,17.0,1302.0,2016.0,7.0,East of England,E12000006,129.0,E06000031,"518013, 518286, 517519","304809, 294331, 302615","52.628161319, 52.534175687, 52.608506289","-0.2538326, -0.258646523, -0.268872363",72.0
Peterborough,2017Q1,427.0,112.0,14516.0,299.0,2406.0,192.0,31.0,29.0,15.0,18.0,10.0,295.0,17628.0,2017.0,7.0,East of England,E12000006,129.0,E06000031,"517315, 531567, 519792, 518841, 518617","303332, 297717, 306358, 305017, 300540","52.615100023, 52.564314576, 52.626977088, 52.641749871, 52.589729803","-0.057647831, -0.250474364, -0.248180983, -0.231032478, -0.268695157",120.0
Peterborough,2017Q2,1122.0,1040.0,111867.0,1229.0,16287.0,1900.0,453.0,903.0,261.0,1840.0,1786.0,7143.0,137566.0,2017.0,7.0,East of England,E12000006,129.0,E06000031,"519200, 518400, 517060, 517193, 514986, 519370, 519017, 519000, 516889, 527610, 518715, 513500, 517215, 521439","300000, 298400, 305000, 301096, 297900, 303949, 300012, 304272, 306994, 302100, 309400, 303577, 297340, 300412, 302463","52.623638302, 52.620665735, 52.584820781, 52.560954468, 52.594638441, 52.570417032, 52.584924827, 52.630143048, 52.60361986, 52.565924229, 52.670436012, 52.616395945, 52.586545227, 52.648503488, 52.607317796","-0.271869356, -0.245770853, -0.241311539, -0.245591552, -0.253868864, -0.322931418, -0.207725768, -0.117849106, -0.301804183, -0.270803867, -0.239554827, -0.250173732, -0.244373102, -0.269952847, -0.274651955",360.0
